porosity,density,thermal_cond,moisture_diffusivity,E0_dry,E_sensitivity_to_moisture,nu,RH_exposure,temperature,thickness,load_magnitude,exposure_time_days,moisture_content_avg,E_effective_wet,principal_stress_max,strain_max,damage_index,G_effective
0.30745071229516846,397.2347139765763,0.08259075415240277,1.0761514928204013e-08,1.9765846625276664,0.14824397282288115,0.21579212815507393,31.151152093729362,14.647894210548786,5.135640010896491,0.48841455767968844,0.9767135123214872,7.270253355825261,1.9552816014829737,0.6162576451164363,0.31517590338345064,0.0006641847668890476,0.8041183834814146
0.3118914594904562,372.8078969978699,0.07720289813611841,1.0676563427626703e-08,2.0149648606992043,0.15961194332753428,0.19384200045771832,29.11440185556156,16.537311041363033,5.347111510582722,0.5938350183019896,2.0470685672336186,9.149489123593355,1.985538963911879,0.7534939513763568,0.3794908914261921,0.0011003782584764667,0.8315752683984248
0.30771639568353026,426.84407129180124,0.08385884490044772,1.2294621208214458e-08,2.1774793307233993,0.16188965848384093,0.199921186955595,35.67718887266766,15.805652704926633,5.5087269237220085,0.7117910760769968,3.2001215412804482,13.840648139520312,2.1286894702452277,0.898404399887946,0.4220457762608506,0.002013016826614201,0.8870122027122783
0.3278785011842608,393.9418972948702,0.08726215091433182,1.3387604244818988e-08,2.454757268652518,0.17289744241019975,0.2079740868423679,33.46802280290187,15.025076548630505,6.000456649428178,0.7576487007178858,4.856030227679057,17.234315596400435,2.38161117036822,0.9812558022020481,0.4120134362866364,0.002923915707124387,0.9857873593107148
0.3383683450203734,409.40113936940804,0.09954653372764798,1.428307777861394e-08,2.4055260366966054,0.18403282400750776,0.2231861173815897,36.95011694497043,15.934732365891376,6.530108140661587,0.8817129549333178,6.1000309808468085,21.899835576398424,2.308576395396148,1.1576632210184374,0.5014619500256063,0.00466571686659425,0.9436733963012907
0.33265080635508537,456.9429664565283,0.09678183513315279,1.504170639706758e-08,2.7183707196596507,0.19830794312244338,0.21453091144625253,38.470756685424675,17.348944980525282,6.813707841491053,0.9765159116927504,7.560290386596217,25.94065118160075,2.5785312824336937,1.2725834858238299,0.4935303653259262,0.006546471281258204,1.0615338227016395
0.34835446401144876,510.50993144376014,0.09293115883119361,1.829735744056504e-08,2.746596231779505,0.18997385769193625,0.2193692248050305,34.186858998818714,17.257327077447886,7.581985804695702,1.1286852482695795,8.011364389832368,25.961609417183254,2.6111333614962944,1.501619040130601,0.5750832425005313,0.007406025789098982,1.0706902012857502
0.3427054713769073,473.528757512947,0.11652866894148299,1.9624336799226397e-08,2.78146282803328,0.20513267433113355,0.2225033585820676,41.18840980283246,17.230309737609506,7.72841844240802,1.1204509626781625,8.738628667309145,32.96432440723595,2.5933786420793585,1.4795445105292893,0.5705084813002846,0.010004768787158676,1.060683647154685
0.37071484995862847,504.45892718488705,0.11594800452421344,2.0960734984788592e-08,2.768730481286367,0.20278617344278735,0.22064300032469952,38.98313085127447,18.118009477611146,8.432286323479477,1.351136986758405,10.725464327025906,34.111276604482406,2.5772092191118525,1.8526868217209094,0.7188732711267325,0.012815581758800251,1.05567689259935
0.37827874709206794,508.30495112841413,0.10885637737728128,2.326863007910038e-08,3.1113826448071795,0.24067759406234235,0.2253624237170311,42.57110182499548,18.64105992930582,8.166644728583366,1.4023300846362003,12.281756284651356,39.39040892936809,2.8164114714602,1.9430355957871335,0.6898976287650699,0.018420732997943324,1.1492157001668368
0.39672683409153564,498.6935522012803,0.1336582665131928,2.3801426739143276e-08,3.3191055314494315,0.24568004442861047,0.21919075461839102,42.04025389106339,19.176708190160145,8.853013606039072,1.308396828102963,13.085522184592909,39.52834780740632,2.9967763648575043,1.8604390036875935,0.6208134265554569,0.018067330124687666,1.2290022514957066
0.3690918357835014,547.3552262067773,0.12343964321934457,3.029671550171312e-08,3.215863734751895,0.224890725529078,0.24317833891722726,41.8475117026447,19.711453303619333,10.11002181708299,1.388822694533132,14.376402482913825,40.992321258359446,2.9193999180986117,1.9001329613302222,0.6508642236887394,0.017516932193898552,1.174167786997208
0.4031303209059635,568.3192377179918,0.12559755442514264,2.884909398789893e-08,3.559928638933543,0.23921446222024825,0.23969971128980835,46.713784154457336,19.221403975980586,10.012901064411313,1.6255165195448436,14.897179567912286,45.696010371881115,3.1707876224530476,2.3325975692587058,0.7356524141639342,0.025497965864090765,1.2788530938488714
0.4440090946650823,572.4316551356969,0.13012547172343472,3.5046133718569675e-08,3.4167918633061136,0.25241459875972977,0.25368724291156836,45.30624533981203,21.284244131222554,10.518830987860134,1.7635010135505538,18.232431708005738,45.14490645998781,3.027440453976879,2.688301010286407,0.8879781621319836,0.03063381759646984,1.2074145569775196
0.4092026747399405,549.8932524469288,0.1365034683598177,3.575543255554662e-08,3.6999668253945237,0.25426439968520803,0.24621695970615023,50.58030217623034,20.727751959444976,11.49296468419142,1.7620842113180397,20.28586532731216,50.49378173622028,3.2249365538693335,2.5507976752149126,0.7909605763110045,0.03274910747703692,1.293890493445761
0.4356646062231996,558.658463149484,0.139457302208162,4.1936992403985467e-08,3.793866322815041,0.26632286349546974,0.25173725854705226,49.716258478116266,20.2281311242849,10.280008431169597,1.8356332902141164,19.877424973365432,49.68295061665686,3.291873097272199,2.7631122884758446,0.8393738782839136,0.03656068854845299,1.3149217516674483
0.43522181428688494,558.8004363893979,0.15315149600850284,4.585098883414139e-08,3.7842159769152857,0.26631708175713736,0.2497042309847359,48.29708627800524,21.915781290987184,11.853921691222503,2.0760351479249124,21.33308718129659,48.287835720023345,3.29757051388548,3.1228990248798945,0.9470302490060258,0.04016009263818048,1.3193403815585534
0.4085511312131862,579.6457283780911,0.1603522144355289,5.0686625062480054e-08,4.1867444257767445,0.3237156416588855,0.25923520184393944,55.53477706476025,22.98525703648489,12.327616206136623,2.028732455399312,22.284117979549915,55.53185737062984,3.43411302283296,2.9340310570741663,0.8543781283743968,0.05274369978665898,1.3635709269421135
